gene_accession,cipmet0none_S1,cipmet0none_S2,cipmet0none_S3
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,3898.0,4995.0,5049.0
MEG_3863|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0.0,97.0,18.0
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,35.0,15.0,291.0
MEG_6351|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,13.0,21.0
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,20.0,0.0
MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,117.0,67.0,259.0
MEG_2672|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,195.0,271.0,246.0
MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0.0,108.0,19.0
MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,989.0,1360.0,1293.0
MEG_952|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,29.0,0.0
MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,7.0,0.0
MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,1216.0,44.0,20.0
MEG_6939|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,26.0
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,31.0,5.0,2.0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7861|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,1318.0,1922.0,1804.0
MEG_6122|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8449|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,141.0,160.0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1484.0,1675.0,1848.0
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,5103.0,343.0,144.0
MEG_4204|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,0.0,414.0,448.0
MEG_64|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,29.0,28.0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,3178.0,4324.0,4387.0
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_702|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,289.0,0.0,12.0
MEG_5782|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,301.0,738.0,514.0
MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6727|Drugs|betalactams|Class_A_betalactamases|TEM,13.0,0.0,0.0
MEG_7806|Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5390|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3071|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,3095.0,5014.0,6821.0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,154.0,200.0,541.0
MEG_8703|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,13.0,0.0
MEG_4203|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,772.0,1038.0,1031.0
MEG_4174|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,1099.0,1543.0,1572.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,1930.0,177.0,69.0
MEG_3744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,0.0,0.0,153.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,359.0,67.0,331.0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,4924.0,6788.0,6741.0
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,211.0,493.0,431.0
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2707|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB,209.0,89.0,455.0
MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,0.0,115.0,0.0
MEG_20|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,40.0,54.0,161.0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,35.0,0.0,43.0
MEG_6176|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|SDIA,0.0,0.0,351.0
MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM,20.0,0.0,12.0
MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6552|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,1.0,0.0,2.0
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4360|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,99.0,71.0
MEG_2529|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,21.0,0.0,17.0
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,4306.0,6105.0,5873.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,861.0,2618.0,2030.0
MEG_794|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,27.0,47.0,0.0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,418.0,519.0,515.0
MEG_4344|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,190.0,168.0
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,8732.0,12177.0,11196.0
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,402.0,454.0,460.0
MEG_6045|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,2.0,8.0,6.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,4286.0,6697.0,6500.0
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,422.0,363.0,895.0
MEG_4198|Metals|Nickel_resistance|Nickel_resistance_protein|NIRD,0.0,90.0,0.0
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,64.0,101.0,0.0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,351.0,825.0,733.0
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,351.0,108.0,0.0
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,37.0,0.0,0.0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,161.0,230.0,243.0
MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,211.0,0.0,0.0
MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM,1177.0,2658.0,2942.0
MEG_7541|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0.0,9.0,0.0
MEG_3643|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,0.0,245.0
MEG_2080|Metals|Copper_resistance|Copper_resistance_regulator|COPY,0.0,47.0,14.0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,114.0,416.0,438.0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,6785.0,9654.0,9451.0
MEG_3207|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_682|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,738.0,54.0,0.0
MEG_4353|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,105.0,86.0
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,5399.0,7085.0,7078.0
MEG_8013|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,46.0,45.0,82.0
MEG_2083|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,0.0,30.0,17.0
MEG_8447|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,96.0,274.0,211.0
MEG_3221|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,0.0,0.0,25.0
MEG_414|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,12.0,11.0,11.0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,59.0,0.0,33.0
MEG_2584|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,43.0,0.0
MEG_7461|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0.0,17.0,0.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,38.0,148.0,37.0
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,164.0,37.0,165.0
MEG_6705|Drugs|betalactams|Class_A_betalactamases|TEM,21.0,0.0,0.0
MEG_3969|Drugs|betalactams|Class_C_betalactamases|MIR,0.0,18.0,0.0
MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,30.0,40.0,101.0
MEG_3223|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,525.0,1275.0,1268.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,2488.0,3045.0,3614.0
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,5364.0,8506.0,8228.0
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,6114.0,8510.0,8247.0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,3693.0,5142.0,4962.0
MEG_8150|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,396.0,371.0
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,11778.0,16466.0,16548.0
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,4790.0,6330.0,6446.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2405.0,3348.0,3209.0
MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,1173.0,1620.0,1666.0
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,6411.0,10098.0,9792.0
MEG_2606|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,35.0,0.0
MEG_2644|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,16.0,54.0
MEG_910|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,9.0,0.0,0.0
MEG_6023|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,306.0,0.0,20.0
MEG_928|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,18.0,0.0,0.0
MEG_2093|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,1019.0,1449.0,1379.0
MEG_7884|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,0.0,229.0,237.0
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,10158.0,14916.0,14241.0
MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,4670.0,10319.0,10323.0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,3882.0,5182.0,5273.0
MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,54.0,68.0,140.0
MEG_5391|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_888|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,30.0,0.0,0.0
MEG_7561|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,0.0,39.0,0.0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,0.0,0.0,205.0
MEG_688|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,234.0,0.0,0.0
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,725.0,1090.0,979.0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,7779.0,10585.0,9919.0
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,30.0,17.0,2.0
MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,16.0,0.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,111.0,60.0,165.0
MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0.0,134.0,0.0
MEG_2961|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,6733.0,9094.0,8988.0
MEG_2720|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR,304.0,1035.0,690.0
MEG_5350|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8461|Drugs|betalactams|Penicillin_binding_protein|PBP5|RequiresSNPConfirmation,0.0,193.0,106.0
MEG_7462|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0.0,38.0,0.0
MEG_1287|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,38.0,696.0,0.0
MEG_6827|Drugs|betalactams|Class_A_betalactamases|TEM,18.0,0.0,23.0
MEG_6508|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILR,237.0,499.0,576.0
MEG_4325|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,66.0,133.0,74.0
MEG_3886|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,84.0,24.0,114.0
MEG_2966|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6130|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7952|Drugs|betalactams|Class_C_betalactamases|ADC,27.0,0.0,0.0
MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD,98.0,1022.0,0.0
MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0.0,20.0,388.0
MEG_7329|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,16.0,12.0,0.0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,32.0,60.0,30.0
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,3.0,18.0,3.0
MEG_3832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,477.0,287.0,0.0
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,47.0,0.0
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,72.0,108.0,110.0
MEG_7148|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,32.0,0.0
MEG_4009|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,2253.0,2967.0,2754.0
MEG_6505|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,249.0,371.0,479.0
MEG_6829|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,18.0
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,4099.0,5394.0,5227.0
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,7791.0,10230.0,10697.0
MEG_4169|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,1944.0,2719.0,2626.0
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_681|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEE,0.0,170.0,0.0
MEG_7540|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0.0,19.0,0.0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,484.0,178.0,454.0
MEG_1119|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,449.0,168.0,0.0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,55.0,66.0,42.0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,133.0,80.0,112.0
MEG_324|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,16.0,0.0
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,2363.0,3096.0,3092.0
MEG_687|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,297.0,18.0,0.0
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,53.0,0.0,26.0
MEG_7363|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,47.0,0.0,0.0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,4251.0,6272.0,6154.0
MEG_2081|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,157.0,84.0,0.0
MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM,22.0,0.0,17.0
MEG_1410|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,65.0,0.0
MEG_4254|Drugs|betalactams|Class_A_betalactamases|OKP,0.0,11.0,0.0
MEG_3860|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0.0,18.0,10.0
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,73.0,17.0,0.0
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,1450.0,1840.0,1763.0
MEG_1326|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,81.0,0.0
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,4681.0,6450.0,6347.0
MEG_6959|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,119.0,273.0,189.0
MEG_3943|Drugs|Multi-drug_resistance|MDR_regulator|MGRA,216.0,199.0,8.0
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,9612.0,12697.0,12961.0
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,7173.0,9573.0,9616.0
MEG_4887|Drugs|betalactams|Class_D_betalactamases|OXA,256.0,0.0,0.0
MEG_4332|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,51.0,94.0,79.0
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,3560.0,5436.0,5317.0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2.0,1.0,0.0
MEG_375|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,34.0,0.0,0.0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,84.0,94.0,182.0
MEG_380|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,79.0,16.0,0.0
MEG_8378|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,20.0
MEG_7088|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,248.0,741.0,616.0
MEG_8146|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,142.0
MEG_4338|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,104.0,70.0
MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,88.0,0.0
MEG_8693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SEPA,172.0,158.0,0.0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6022|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,0.0,19.0
MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,2864.0,3874.0,4136.0
MEG_5393|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3193|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1061|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,15.0,0.0,29.0
MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,2275.0,3091.0,3164.0
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,90.0,80.0,0.0
MEG_4279|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,19.0,119.0,0.0
MEG_4717|Drugs|betalactams|Class_D_betalactamases|OXA,14.0,0.0,0.0
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1714.0,2895.0,2747.0
MEG_1568|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,91.0,140.0,58.0
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,1.0
MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,42.0,47.0,0.0
MEG_6806|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,0.0
MEG_6917|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,11.0,0.0
MEG_3588|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_377|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,79.0,0.0,0.0
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,674.0,2139.0,1472.0
MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,39.0,34.0,47.0
MEG_2991|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,65.0,38.0
MEG_7538|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0.0,17.0,0.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,3713.0,6048.0,7814.0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,93.0,71.0,167.0
