gene_accession,cipdic0none_S3,cipdic0_S2,cipdic0none_S2,cipdic0none_S1,cipdic0_S3,cipdic0_S1
MEG_6834|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,61.0,0.0,0.0,33.0
MEG_2584|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,28.0,27.0,0.0,0.0,33.0
MEG_2030|Metals|Copper_resistance|Copper_resistance_protein|COPA,196.0,169.0,0.0,0.0,0.0,0.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,1758.0,1378.0,1819.0,1628.0,1507.0,1933.0
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,61.0,335.0,567.0,107.0,61.0,403.0
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,95.0,77.0,174.0,91.0,98.0,95.0
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,2537.0,2284.0,3188.0,2968.0,2521.0,3629.0
MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation,0.0,0.0,0.0,1.0,0.0,0.0
MEG_8231|Drugs|Lipopeptides|Colistin-resistant_mutant|LPSB,0.0,58.0,67.0,366.0,219.0,0.0
MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM,37.0,0.0,63.0,0.0,0.0,25.0
MEG_4324|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0.0,0.0,76.0,67.0,0.0,148.0
MEG_5340|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_8447|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,154.0,185.0,267.0,268.0,96.0,293.0
MEG_2616|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,35.0,31.0,32.0,0.0,65.0
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,1914.0,1553.0,2209.0,2026.0,2090.0,2427.0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,31.0,94.0,49.0,62.0,0.0,0.0
MEG_7883|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB|RequiresSNPConfirmation,1147.0,1566.0,2076.0,2173.0,921.0,2722.0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,0.0,23.0,0.0,9.0,10.0,2.0
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,10150.0,8664.0,12136.0,11890.0,10879.0,14390.0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,13042.0,11145.0,16145.0,15650.0,14452.0,19264.0
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,4169.0,3516.0,4858.0,5084.0,4357.0,5779.0
MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,0.0,0.0,33.0,0.0
MEG_6796|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,11.0,51.0,0.0,0.0,26.0
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,24.0,28.0,0.0,0.0,6.0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,168.0,21.0,28.0,24.0,25.0
MEG_3225|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,41.0,28.0,30.0,25.0,22.0,39.0
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,8339.0,6580.0,9695.0,9166.0,8704.0,11527.0
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,6922.0,5753.0,7972.0,7791.0,7094.0,9475.0
MEG_6624|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,40.0,217.0,10.0,77.0,55.0,0.0
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1699.0,1279.0,1948.0,1797.0,1829.0,2227.0
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,2.0,4.0,2.0,1.0,2.0
MEG_2959|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,2.0,0.0,0.0,0.0
MEG_4337|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,104.0,0.0,68.0,158.0,0.0,103.0
MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,0.0,0.0,36.0,0.0
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,3701.0,3020.0,4201.0,3813.0,3608.0,4817.0
MEG_4286|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,191.0,396.0,373.0,519.0,246.0,550.0
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7068|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0.0,0.0,17.0,38.0,0.0,0.0
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,10015.0,7912.0,11077.0,10693.0,10675.0,12947.0
MEG_2620|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,35.0,0.0,0.0,0.0,38.0
MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,786.0,0.0,0.0,0.0,0.0,0.0
MEG_6734|Drugs|betalactams|Class_A_betalactamases|TEM,9.0,0.0,51.0,0.0,0.0,27.0
MEG_1642|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CDSA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6616|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,29.0,120.0,0.0,24.0,26.0,131.0
MEG_2678|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,199.0,147.0,189.0,208.0,199.0,256.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,203.0,175.0,181.0,97.0,313.0,215.0
MEG_2961|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6835|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,12.0,0.0,0.0,0.0
MEG_971|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,0.0,0.0,17.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,63.0,54.0,92.0,57.0,60.0,51.0
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,0.0,0.0,19.0,0.0,328.0,0.0
MEG_6437|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,10.0,0.0,0.0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,1013.0,3863.0,1559.0,3870.0,0.0,952.0
MEG_7122|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,0.0,0.0,111.0,0.0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,4509.0,3242.0,5595.0,3926.0,4856.0,6259.0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,85.0,58.0,0.0,72.0,25.0,74.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,701.0,425.0,566.0,631.0,810.0,967.0
MEG_7373|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,225.0,322.0,0.0,313.0,103.0,25.0
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,1615.0,820.0,1457.0,1211.0,1907.0,3031.0
MEG_2528|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,25.0,0.0,7.0,7.0,0.0
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1233.0,861.0,1293.0,731.0,530.0,1707.0
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,30.0,76.0,147.0,235.0,57.0,98.0
MEG_5828|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,0.0,25.0,0.0,16.0,0.0,0.0
MEG_1370|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,34.0,54.0,0.0
MEG_8077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,0.0,458.0,388.0,550.0,719.0,0.0
MEG_6619|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,24.0,104.0,0.0,25.0,44.0,38.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,4087.0,2200.0,3060.0,3329.0,4487.0,5679.0
MEG_2086|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,1253.0,1287.0,1523.0,1698.0,1655.0,1943.0
MEG_21|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,17.0,81.0,0.0,27.0,0.0,66.0
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_5350|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,1.0,2.0,6.0,0.0,4.0
MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,41.0,0.0,21.0,0.0,0.0,0.0
MEG_1326|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,36.0,47.0,0.0
MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,0.0,30.0,25.0,252.0,129.0,0.0
MEG_2080|Metals|Copper_resistance|Copper_resistance_regulator|COPY,54.0,58.0,0.0,0.0,0.0,0.0
MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,45.0,48.0,13.0,144.0,61.0,112.0
MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,0.0,25.0,340.0,0.0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,8469.0,6734.0,9471.0,9255.0,8540.0,11073.0
MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,2627.0,2032.0,2906.0,2871.0,2552.0,3384.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,4977.0,4305.0,6562.0,5909.0,5327.0,7489.0
MEG_6057|Drugs|MLS|23S_rRNA_methyltransferases|RLMA,0.0,0.0,0.0,0.0,435.0,0.0
MEG_6588|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,8.0,13.0,0.0,0.0,0.0,13.0
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,43.0,179.0,26.0,58.0,55.0,27.0
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,127.0,601.0,1117.0,215.0,110.0,741.0
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,1970.0,960.0,977.0,1622.0,1955.0,1369.0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,1.0,0.0,0.0,0.0
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0.0,0.0,0.0,23.0,88.0,28.0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_8642|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0.0,0.0,0.0,23.0,0.0,0.0
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,1183.0,21.0,54.0,703.0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,289.0,521.0,728.0,708.0,331.0,904.0
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,503.0,1215.0,601.0,1196.0,1429.0,0.0
MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA,642.0,960.0,1354.0,1603.0,693.0,1960.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,47.0,199.0,17.0,60.0,50.0,26.0
MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,707.0,534.0,881.0,860.0,645.0,989.0
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,26.0,34.0,110.0,0.0,12.0,62.0
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,1.0,0.0,0.0,0.0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,65.0,348.0,1354.0,159.0,115.0,881.0
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,199.0,166.0,224.0,207.0,185.0,265.0
MEG_8233|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAD,0.0,0.0,0.0,0.0,0.0,110.0
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1478|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,0.0,0.0,0.0,15.0,0.0,0.0
MEG_3228|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,6181.0,5020.0,6975.0,6537.0,6397.0,7840.0
MEG_3834|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,0.0,0.0,0.0,51.0,46.0,72.0
MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,18.0,30.0,0.0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2613|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,13.0,0.0,0.0,0.0,0.0
MEG_951|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,60.0,90.0,0.0,16.0,14.0
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,484.0,0.0,145.0,75.0,0.0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,51.0,306.0,241.0,413.0,716.0,0.0
MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX,26924.0,13983.0,31582.0,34916.0,26022.0,38298.0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,257.0,737.0,431.0,1309.0,1210.0,1341.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,10678.0,17719.0,13443.0,16252.0,0.0,4309.0
MEG_6742|Drugs|betalactams|Class_A_betalactamases|TEM,25.0,0.0,37.0,0.0,0.0,29.0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1333.0,995.0,1348.0,990.0,699.0,1826.0
MEG_6888|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,32.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,913.0,732.0,934.0,937.0,917.0,1059.0
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,29.0,0.0,0.0,0.0,0.0,0.0
MEG_7976|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ARNT,986.0,1630.0,1991.0,2297.0,1009.0,2727.0
MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,9.0,0.0,0.0,0.0
MEG_2597|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,31.0,25.0,16.0,0.0,33.0
MEG_3643|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,165.0,45.0,195.0,175.0,0.0
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,120.0,34.0,0.0,0.0,137.0,102.0
MEG_138|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,7.0,0.0,0.0,0.0,0.0
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,0.0,0.0,0.0,20.0,0.0,0.0
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,3010.0,2621.0,3547.0,3421.0,3129.0,4263.0
MEG_2585|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,49.0,44.0,18.0,0.0,46.0
MEG_687|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,0.0,0.0,88.0,60.0,0.0
MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,3821.0,3454.0,4478.0,4481.0,4134.0,5505.0
MEG_1278|Drugs|betalactams|Class_C_betalactamases|BLAEC,436.0,509.0,692.0,411.0,634.0,723.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,12.0,28.0,0.0,9.0,7.0
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,2850.0,2419.0,3281.0,3144.0,3145.0,3845.0
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,7359.0,6008.0,8384.0,8268.0,7397.0,10230.0
MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,1.0
MEG_7138|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,0.0,0.0,242.0,0.0
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,11.0,0.0,0.0,0.0,0.0
MEG_6803|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,13.0
MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,4959.0,4148.0,6058.0,5816.0,5045.0,7087.0
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,3183.0,2447.0,3660.0,3448.0,3267.0,4267.0
MEG_2159|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,5.0,0.0,0.0,0.0,0.0
MEG_44|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,23.0,155.0,36.0,28.0,21.0,18.0
MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,0.0,0.0,57.0,0.0,0.0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,516.0,437.0,1011.0,467.0,755.0,801.0
MEG_3641|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,67.0,0.0,0.0,0.0,0.0,0.0
MEG_2530|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,43.0,0.0,0.0,0.0,0.0
MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,5.0,0.0,0.0,0.0,0.0
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,2823.0,2224.0,3127.0,3020.0,3096.0,3714.0
MEG_2502|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,31.0,49.0,7.0,0.0,0.0
MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,640.0,1017.0,1406.0,1666.0,594.0,1884.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,8048.0,5792.0,9116.0,7757.0,6475.0,9990.0
MEG_1590|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,0.0,13.0,0.0,0.0,0.0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,74.0,26.0,206.0,17.0,17.0,122.0
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,2453.0,1954.0,2894.0,2810.0,2384.0,3459.0
MEG_6473|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,0.0,0.0,28.0
MEG_6806|Drugs|betalactams|Class_A_betalactamases|TEM,11.0,0.0,49.0,0.0,0.0,37.0
MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,1187.0,3539.0,4807.0,5748.0,9985.0,3728.0
MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0.0,26.0,83.0,180.0,50.0,80.0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,36.0,79.0,0.0,42.0,24.0,0.0
MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,0.0,0.0,39.0,42.0,0.0
MEG_6422|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,46.0,0.0,0.0
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,0.0,38.0,26.0,237.0,138.0,0.0
MEG_4345|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,84.0,0.0,0.0,0.0,122.0
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,40.0,130.0,18.0,54.0,48.0,30.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,2670.0,1999.0,2833.0,2657.0,2543.0,3252.0
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,51.0,40.0,123.0,0.0,0.0,102.0
MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,155.0,884.0,61.0,221.0,139.0,529.0
MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,0.0,38.0,38.0,343.0,163.0,0.0
MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,0.0,0.0,0.0,90.0
MEG_850|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,242.0,0.0,0.0,0.0,0.0,0.0
MEG_7047|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,653.0,0.0,27.0,433.0
MEG_420|Drugs|betalactams|Class_C_betalactamases|ACT,0.0,0.0,25.0,0.0,0.0,23.0
MEG_6580|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,15.0,0.0,0.0,0.0,34.0
MEG_3001|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,30.0,122.0,66.0,74.0,36.0,81.0
MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,14.0,173.0,0.0,28.0,0.0,72.0
MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,19.0
MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,34.0,0.0,0.0,0.0,70.0,0.0
MEG_2529|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,29.0,35.0,11.0,10.0,0.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,2203.0,2067.0,2466.0,2992.0,2550.0,3330.0
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,2901.0,2618.0,3630.0,3714.0,3348.0,4182.0
MEG_5335|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,2469.0,2110.0,2802.0,2767.0,2541.0,3297.0
MEG_3067|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0.0,0.0,0.0,24.0,0.0,0.0
MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,0.0,39.0,0.0
