gene_accession,cipmet40_S3,cipmet40_S1
MEG_4286|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,544.0,71.0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,46.0,86.0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0
MEG_4169|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,2288.0,2640.0
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,50.0,0.0
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1090.0,1586.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,1289.0,1810.0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,3529.0,1733.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0
MEG_774|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,17.0,0.0
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,4.0,2.0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,3074.0,3702.0
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,6864.0,8743.0
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,12940.0,16011.0
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,35.0,101.0
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,5366.0,6786.0
MEG_6462|Drugs|betalactams|Class_A_betalactamases|SHV,254.0,0.0
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1427.0,1975.0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,2459.0,3120.0
MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,1.0,0.0
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,39.0,42.0
MEG_4028|Drugs|MLS|Macrolide_phosphotransferases|MPHA,346.0,37.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,115.0,72.0
MEG_7976|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ARNT,2817.0,267.0
MEG_8642|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0.0,25.0
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,118.0,83.0
MEG_6600|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,30.0,0.0
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,4143.0,4604.0
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,4081.0,5346.0
MEG_45|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,655.0,52.0
MEG_2159|Drugs|betalactams|Class_A_betalactamases|CTX,15.0,0.0
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,183.0,173.0
MEG_2393|Drugs|betalactams|Class_A_betalactamases|CTX,312.0,0.0
MEG_874|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,56.0,0.0
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,3810.0,5188.0
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,47.0,146.0
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,31.0,51.0
MEG_1218|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,10.0,0.0
MEG_5902|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,395.0,34.0
MEG_2691|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,1796.0,2261.0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,2902.0,3916.0
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,5447.0,6544.0
MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,0.0,568.0
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,26.0,64.0
MEG_7863|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,0.0,621.0
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,67.0,205.0
MEG_6959|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,184.0,96.0
MEG_2260|Drugs|betalactams|Class_A_betalactamases|CTX,15.0,0.0
MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,0.0,231.0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,475.0,69.0
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,1183.0,1338.0
MEG_5991|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,195.0,0.0
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,34.0,31.0
MEG_2643|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,9.0,15.0
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,372.0,0.0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,307.0,802.0
MEG_767|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,10.0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,22.0
MEG_2551|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,240.0,24.0
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,96.0
MEG_174|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,20.0
MEG_2093|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,1105.0,1383.0
MEG_6027|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,26.0
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,40.0,20.0
MEG_4358|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,129.0,0.0
MEG_789|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,10.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,4246.0,11046.0
MEG_6579|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,26.0,0.0
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,20563.0,22987.0
MEG_47|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,244.0,134.0
MEG_971|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,86.0,9.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,11.0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,30.0,109.0
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1189.0,2491.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,3394.0,4092.0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,3442.0,4209.0
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,5191.0,6604.0
MEG_1287|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,1203.0,550.0
MEG_2639|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,32.0
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,6504.0,8214.0
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,87.0,14.0
MEG_866|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,27.0,0.0
MEG_845|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,12.0,0.0
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,2962.0,3683.0
MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,105.0,64.0
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,62.0,63.0
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,10072.0,12155.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,2843.0,5245.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,492.0,47.0
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,5467.0,7196.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,6.0,5.0
MEG_6029|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,32.0,34.0
MEG_3221|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,935.0,132.0
MEG_2610|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,18.0
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,73.0,34.0
MEG_4364|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,209.0,0.0
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,174.0,207.0
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,2620.0,3337.0
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,3604.0,3639.0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,2012.0,2412.0
MEG_141|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,22.0
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,7677.0,9420.0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,3982.0,4790.0
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0
MEG_2640|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,17.0,19.0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,528.0,64.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,0.0,11.0
MEG_794|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,18.0
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,1941.0,258.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,3421.0,4049.0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,114.0,48.0
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,15.0
MEG_859|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,24.0,10.0
MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,237.0,17.0
MEG_771|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,82.0,0.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,2017.0,210.0
MEG_3745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,0.0,37.0
MEG_902|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,11.0
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,4162.0,5308.0
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,2631.0,3480.0
MEG_3191|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0
MEG_5390|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,1466.0,2160.0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,89.0,13.0
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0
MEG_3863|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,8.0,0.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0
MEG_3618|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0.0,63.0
MEG_1371|Drugs|betalactams|Class_A_betalactamases|BLAZ,81.0,0.0
MEG_3242|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,19.0,0.0
MEG_6595|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,75.0,13.0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,0.0,0.0
MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,0.0,0.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,39.0,57.0
MEG_380|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,5.0
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,5268.0,5811.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,2257.0,2937.0
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,10293.0,11726.0
MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,25.0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,3459.0,4712.0
MEG_6607|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,62.0,0.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,3717.0,2031.0
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1824.0,1781.0
MEG_6616|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,405.0,39.0
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,196.0,227.0
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,222.0,31.0
MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,437.0,734.0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,0.0,59.0
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,4188.0,5207.0
MEG_8151|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,4436.0,1077.0
MEG_928|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,19.0
MEG_5883|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,3195.0,3696.0
MEG_8143|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLB|RequiresSNPConfirmation,203.0,118.0
MEG_2487|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,165.0,10.0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,3699.0,4724.0
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2.0,4.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,8839.0,10091.0
MEG_2335|Drugs|betalactams|Class_A_betalactamases|CTX,15.0,0.0
MEG_2196|Drugs|betalactams|Class_A_betalactamases|CTX,14.0,0.0
MEG_3832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,413.0,247.0
MEG_2704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA,0.0,512.0
MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,125.0,132.0
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,9.0
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,22.0,37.0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,19013.0,22245.0
MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,3273.0,316.0
MEG_83|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,21.0
MEG_4174|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,1347.0,1538.0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,7696.0,9300.0
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,17317.0,17310.0
MEG_2547|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,8.0
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,13.0,21.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,0.0,226.0
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,28.0,47.0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,0.0,339.0
MEG_2694|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,49.0
MEG_4355|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,1838.0,160.0
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,4.0,5.0
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,435.0,68.0
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,1655.0,1900.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,16.0
MEG_6590|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,48.0,0.0
MEG_2358|Drugs|betalactams|Class_A_betalactamases|CTX,13.0,0.0
MEG_1408|Drugs|betalactams|Class_A_betalactamases|BLAZ,306.0,0.0
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,581.0,50.0
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,4616.0,5729.0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,49.0,82.0
MEG_5828|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,124.0,0.0
MEG_3599|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|LMRS,717.0,408.0
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1045.0,208.0
MEG_8142|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLA|RequiresSNPConfirmation,167.0,114.0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,9703.0,12429.0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,26.0
MEG_8459|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,658.0,315.0
MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,52.0,83.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,124.0,132.0
MEG_5355|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0
MEG_2219|Drugs|betalactams|Class_A_betalactamases|CTX,13.0,0.0
